,ID paticle,x (kpc),y (kpc),z (kpc),vx (km/s),vy (km/s),vz (km/s),mass (M_sun),abun_HI,Z,fractional electron number density,gas density (M_sun/kpc**3),internal energy (km/s)**2,sfr (M_sun/yr),abund_He (M_sun),abund_C (M_sun),abund_Mg (M_sun),abund_O (M_sun),abund_Fe (M_sun),abund_Si (M_sun),abund_H (M_sun),abund_N (M_sun),abund_Ne (M_sun),abund_S (M_sun),abund_Ca (M_sun),abund_Zi (M_sun),smoothing_length
1310,2151133349,1.1715715,-8.863376,1.8517927,20.65945,-77.07034,6.833579,163920.25,0.058049053,0.0106935175,1.0292453,114434.555,190.46817,0.0,41670.1,174.09065,34.63916,1112.2511,98.959045,131.60718,120497.26,4.9783144,118.14792,68.14405,9.366854,0.6998082,2.507747
1311,3753291,1.4744756,-8.991808,1.7293829,-15.180086,-53.938156,-39.07173,300822.72,0.046259787,0.0019761536,1.0333118,89197.62,192.94386,0.0,73024.59,61.58441,11.4883585,324.51923,77.99749,52.830524,227203.67,0.3735237,33.271515,28.111242,4.1704803,0.12515219,2.8024547
1312,3598499,0.5956235,-7.8617997,2.7164595,3.7054062,-88.92184,15.512959,306371.22,0.13020627,0.00427604,0.9388218,305901.44,185.51604,0.0,75138.305,127.69761,24.932089,842.65894,76.929184,99.25834,229922.88,0.5729968,79.0148,51.585995,6.997027,0.40870973,1.9666983
1313,5189291,0.739244,-8.016457,2.5505168,-25.607677,-54.660915,-12.99945,319297.88,0.120993786,0.009203881,0.9539451,278451.7,186.6763,0.0,80054.36,273.05203,57.236153,1858.0056,182.97353,223.20515,236304.73,12.485967,199.19572,115.82455,15.675156,1.1259938,2.0242527
1314,3548635,0.77992344,-7.4649897,2.0975094,-14.205824,-56.76957,-22.99722,308263.88,0.12410798,0.004560249,0.9480847,282350.94,181.5663,0.0,75889.9,142.95023,28.234085,913.7075,58.869114,105.54355,230968.2,1.6893137,91.71654,54.936737,7.657504,0.45527422,1.9814186
1315,3096601,0.5666053,-7.1470413,3.118325,11.684774,-58.072773,19.50558,307535.0,0.1453297,0.004690893,0.9181832,377985.0,201.17348,0.0,75589.836,140.03181,27.917765,940.30426,69.80723,107.190094,230502.58,1.967209,91.86692,55.536842,7.4900813,0.50145984,1.7804255
1316,3200602,0.952955,-7.324757,0.8148961,-1.5524731,-31.51494,-30.55068,294864.75,0.04012144,0.0,1.0372434,91777.62,248.37953,0.0,70767.54,0.0,0.0,0.0,0.0,0.0,224097.2,0.0,0.0,0.0,0.0,0.0,2.7422547
1317,3738756,0.07917881,-8.295514,0.11301875,-9.99934,-43.57377,-34.672695,309139.03,0.03124371,0.005966959,1.0557977,61418.652,209.3858,0.0,76150.336,163.95589,34.781937,1130.3219,155.15886,144.50491,231144.06,7.9069567,121.9908,75.184235,10.063684,0.7507184,3.2535539
1318,2242818,-0.08494902,-8.880315,-0.008132219,-20.505804,-53.50375,-30.748,294864.75,0.031647082,0.0,1.0511211,56140.777,181.50671,0.0,70767.54,0.0,0.0,0.0,0.0,0.0,224097.2,0.0,0.0,0.0,0.0,0.0,3.3718948
1319,2150883290,-0.457098,-9.754186,-1.0587386,-27.192867,-64.861725,-39.93607,181661.12,0.018866114,0.023898324,1.0948642,37234.965,220.94995,0.0,48255.863,390.04364,80.61135,2594.1738,429.96545,349.61096,129063.87,14.33348,273.6793,182.60666,24.703077,1.6691302,3.5893025
